commit_msg,labels
"KAFKA-10520; Ensure transactional producers poll if leastLoadedNode not available with max.in.flight=1 (#9406)We currently stop polling in `Sender` in a transactional producer if there is only one broker in the bootstrap server list and `max.in.flight.requests.per.connection=1` and Metadata response is pending when InitProducerId request is ready to be sent. In this scenario, we attempt to send FindCoordinator to `leastLoadedNode`, but since that is blocked due to `max.in.flight=1` as a result of the pending metadata response, we never unblock unless we poll. This PR ensures we poll in this case.Reviewers: Chia-Ping Tsai <chia7712@gmail.com>, Jason Gustafson <jason@confluent.io>, David Jacot <djacot@confluent.io>",5
"KAFKA-3149; Extend SASL implementation to support more mechanismsCode changes corresponding to KIP-43 to enable review of the KIP.Author: Rajini Sivaram <rajinisivaram@googlemail.com>Reviewers: Jun Rao <junrao@apache.org>, Ismael Juma <ismael@juma.me.uk>Closes #812 from rajinisivaram/KAFKA-3149",5
"Revert ""KAFKA-10713: Stricter protocol parsing in hostnames (#9593)""This reverts commit 8a59a228817df221ac9acc7cce4f6c9dd702e9ef since it breaksclient configurations like `bootstrap.servers=SASL_PLAINTEXT://localhost:49767`.A KIP will be submitted to discuss the details and an adjusted change willbe submitted depending on the outcome of that.",4
"KAFKA-4830; Augment KStream.print() to allow users pass in extra parameters in the printed stringI extend `KStream#print()` to `KStream#print(KeyValueMapper<K, V, String>)`.So I add the following methods :1. `KStream#print(KeyValueMapper<K, V, String>)`2. `KStream#print(KeyValueMapper<K, V, String>, String streamName)`3. `KStream#print(KeyValueMapper<K, V, String>, Serde<K>, Serde<V>)`4. `KStream#print(KeyValueMapper<K, V, String>, Serde<K>, Serde<V>, String streamName)`Author: jameschien <jameschien@staff.ruten.com.tw>Author: jedichien <james.chain1990@gmail.com>Author: JamesChien <jedichien@users.noreply.github.com>Author: JamesChien <james.chain1990@gmail.com>Reviewers: Bill Bejeck <bbejec@gmail.com>, Damian Guy <damian.guy@gmail.com>, Guozhang Wang <wangguoz@gmail.com>Closes #3085 from jedichien/KAFKA-4830",1
KAFKA-14076: Fix issues with KafkaStreams.CloseOptions (#12408)- used static memberId was incorrect- need to remove all threads/members from the group- need to use admit client correctlyAdd test to verify fixes.Reviewers: Matthias J. Sax <matthias@confluent.io>,5
"KAFKA-4580; Use sasl.jaas.config for some system testsSwitched console_consumer, verifiable_consumer and verifiable_producer to use new sasl.jaas_config property instead of static JAAS configuration file when used with SASL_PLAINTEXT.Author: Rajini Sivaram <rajinisivaram@googlemail.com>Reviewers: Ewen Cheslack-Postava <ewen@confluent.io>, Ismael Juma <ismael@juma.me.uk>Closes #2323 from rajinisivaram/KAFKA-4580",5
"KAFKA-4360：Controller may deadLock when autoLeaderRebalance encounter zk expiredAuthor: tuyang <tuyang@meituan.com>Author: xiguantiaozhan <kafkausr@126.com>Reviewers: Ismael Juma, Jiangjie Qin, Guozhang WangCloses #2094 from xiguantiaozhan/rebalance_deadlock",5
KAFKA-1086 Improve GetOffsetShell to find metadata automatically; reviewed by Jun Rao,5
"KAFKA-13490: Fix createTopics and incrementalAlterConfigs for KRaft mode #11416For CreateTopics, fix a bug where if one createTopics in a batch failed, they would all fail withthe same error code.  Make the error message for TOPIC_ALREADY_EXISTS consistent with the ZK-basedcode by including the topic name.For IncrementalAlterConfigs, before we allow topic configurations to be set, we should check thatthey are valid. (This also applies to newly created topics.) IncrementalAlterConfigs should ignorenon-null payloads for DELETE operations. Previously we would return an error in these cases.However, this is not compatible with the old ZK-based code, which ignores the payload in thesecases.Reviewers: José Armando García Sancio <jsancio@gmail.com>, Jason Gustafson <jason@confluent.io>",5
"KAFKA-3159; stale high watermark segment offset causes early fetch returnAuthor: Jason Gustafson <jason@confluent.io>Reviewers: Ismael Juma <ismael@juma.me.uk>, Jun Rao <junrao@gmail.com>Closes #884 from hachikuji/K3159",5
KAFKA-1046 Added support for Scala 2.10 builds while maintaining compatibility with 2.8.x; reviewed by Neha and Jun,5
"KAFKA-4222; QueryableIntegrationTest.queryOnRebalance transient failureDon't produce messages on a separate thread continuosly. Just produce one of each value and stop.Close the producer once finished.Author: Damian Guy <damian.guy@gmail.com>Reviewers: Guozhang Wang <wangguoz@gmail.com>, Ismael Juma <ismael@juma.me.uk>Closes #3080 from dguy/qs-test",3
HOTFIX: reduce streams benchmark input records to 10 millionWe are occasionally hitting some timeouts due to processing not finishing. So rather than failing the build for these reasons it would be better to reduce the runtime.Author: Damian Guy <damian.guy@gmail.com>Reviewers: Guozhang Wang <wangguoz@gmail.com>Closes #3725 from dguy/fix-system-test,5
MINOR: Log error if offsets topic creation failsThis problem is hard to debug otherwise as there errorreturned to the client (“Coordinator not available”) is notvery informative.Author: Eno Thereska <eno.thereska@gmail.com>Reviewers: Ismael Juma <ismael@juma.me.uk>Closes #2652 from enothereska/minor-warning-enforcement-offset,2
"MINOR: Update javadoc of `SnapshotWriter.createWithHeader` (#11530)Reviewers: Luke Chen <showuon@gmail.com>, David Jacot <djacot@confluent.io>",5
"KAFKA-12374: Add missing config sasl.mechanism.controller.protocol (#10199)Fix some cases where we were erroneously using the configuration of the inter brokerlistener instead of the controller listener.  Add the sasl.mechanism.controller.protocolconfiguration key specified by KIP-631.  Add some ducktape tests.Reviewers: Colin P. McCabe <cmccabe@apache.org>, David Arthur <mumrah@gmail.com>, Boyang Chen <boyang@confluent.io>",5
MINOR: Remove unused Utils.delete (#10622)Anna Sophie Blee-Goldman <ableegoldman@apache.org>,4
KAFKA-2066; Use client-side FetchRequest/FetchResponse on serverAuthor: Jason Gustafson <jason@confluent.io>Reviewers: Jun Rao <junrao@gmail.com>Closes #2069 from hachikuji/KAFKA-2066,5
"MINOR: Allow timestamp parameter in `ProcessorTopologyTestDriver.process`All current implementations process records using the same timestamp. This makes it difficult to test operations that require time windows, like `KStream-KStream joins`.This change would allow tests to simulate records created at different times, thus making it possible to test operations like the above mentioned joins.Author: Sebastian Gavril <sgavril@wehkamp.nl>Reviewers: Bill Bejeck <bill@confluent.io>, Guozhang Wang <wangguoz@gmail.com>Closes #3753 from sebigavril/allow-timestamps-in-test-driver",3
KAFKA-1664 Kafka does not properly parse multiple ZK nodes with non-root chroot; reviewed by Neha Narkhede and Jun Rao,5
"KAFKA-2294; javadoc compile error due to illegal <p/> , build failing (jdk 8); patched by Jeff Maxwell; reviewed by Jakob Homan",0
KAFKA-12492: Fix the formatting of example RocksDBConfigSetter (#10486)Fix the formatting of example RocksDBConfigSetter due to the un-arranged spaces within <pre> tag.Reviewers: Anna Sophie Blee-Goldman <ableegoldman@apache.org>,5
KAFKA-9734: Fix IllegalState in Streams transit to standby (#8319)Consolidate ChangelogReader state management inside of StreamThread to avoid having to reason about all execution paths in both StreamThread and TaskManager.Reviewers: Guozhang Wang <wangguoz@gmail.com>,4
"KAFKA-6264; Split log segments as needed if offsets overflow the indexes (#4975)This patch adds logic to detect and fix segments which have overflowed offsets as a result of bugs in older versions of Kafka.Reviewers: Jun Rao <junrao@gmail.com>, Jason Gustafson <jason@confluent.io>",5
"KAFKA-10387: Fix inclusion of transformation configs when topic creation is enabled in Connect (#9172)Addition of configs for custom topic creation with KIP-158 created a regression when transformation configs are also included in the configuration of a source connector. To experience the issue, just enabling topic creation at the worker is not sufficient. A user needs to supply a source connector configuration that contains both transformations and custom topic creation properties. The issue is that the enrichment of configs in `SourceConnectorConfig` happens on top of an `AbstractConfig` rather than a `ConnectorConfig`. Inheriting from the latter allows enrichment to be composable for both topic creation and transformations. Unit tests and integration tests are written to test these combinations. Reviewers: Randall Hauch <rhauch@gmail.com>",3
"MINOR: Fix kafka.server.RequestQuotaTest missing new ApiKeys. (#8302)The test was broken by commit 227a7322b77840e08924b9486e4bda2f3dfc1f1a.Reviewers: Chia-Ping Tsai <chia7712@gmail.com>, Colin P. McCabe <cmccabe@apache.org>",3
kafka-1699; autoRebalanceScheduler.shutdown() causes deadlock while controller shutting down; patched by Sriharsha Chintalapani; reviewed by Jun Rao,1
"KAFKA-5815; add Printed class and KStream#print(printed)Part of KIP-182- Add `Printed` class and `KStream#print(Printed)`- deprecate all other `print` and `writeAsText` methodsAuthor: Damian Guy <damian.guy@gmail.com>Reviewers: Bill Bejeck <bill@confluent.io>, Matthias J. Sax <matthias@confluent.io>, Guozhang Wang <wangguoz@gmail.com>Closes #3768 from dguy/kafka-5652-printed",5
"MINOR: Add registerController method to KafkaZkClient (#4598)And change KafkaController to use the newly introduced method.Also remove redundant `InZk` postfixes from `registerBrokerInZk` and`updateBrokerInfoInZk`.As `checkedEphemeralCreate` is not used outside of `KafkaZkClient`any longer, reduce its visibility.ControllerIntegrationTest already covers this functionality well, it validates therefactor.Reviewers: Ismael Juma <ismael@juma.me.uk>",4
"KAFKA-5720; Fix AdminClientIntegrationTest#testCallInFlightTimeouts* When a call is aborted, that should count as a ""try"" in the failure log message.* FailureInjectingTimeoutProcessorFactory should fail the first request it is asked about.* testCallTimeouts should expect the first request it makes to fail because of the timeout we injected.* FailureInjectingTimeoutProcessorFactory should track how many failures it has injected, and the test should verify that one has been injected.Author: Colin P. Mccabe <cmccabe@confluent.io>Reviewers: Ismael Juma <ismael@juma.me.uk>Closes #3731 from cmccabe/KAFKA-5720",5
"KAFKA-10379: Implement the KIP-478 StreamBuilder#addGlobalStore() (#9148)From KIP-478, implement the new StreamBuilder#addGlobalStore() overloadthat takes a stateUpdateSupplier fully typed Processor<KIn, VIn, Void, Void>.Where necessary, use the adapters to make the old APIs defer to the new ones,as well as limiting the scope of this change set.Reviewers: Boyang Chen <boyang@apache.org>",1
KAFKA-2915: Fix problem with System Tests that use bootstrap.servers embedded in jinja filesFixes problems in mirror maker and consumer testshttp://jenkins.confluent.io/job/kafka_system_tests_branch_builder/290/http://jenkins.confluent.io/job/kafka_system_tests_branch_builder/289/Author: Ben Stopford <benstopford@gmail.com>Reviewers: Guozhang WangCloses #608 from benstopford/KAFKA-2915-jinja-bug,0
"MINOR: Move `configurations.all` to be a child of `allprojects` (#10349)It was incorrectly set within `dependencyUpdates` and it still worked.That is, this is a no-op in terms of behavior, but makes it easier toread and understand.I tested that `releaseTarGz` produced a tar with two versions of`javassist` _without this block_ and a single version with it (in eitherposition).Reviewers: Chia-Ping Tsai <chia7712@gmail.com>",1
KAFKA-12427: Don't update connection idle time for muted connections (#10267)Reviewers: Rajini Sivaram <rajinisivaram@googlemail.com>,5
MINOR: Fix partition state change error msg (#11427)Reviewers: David Jacot <djacot@confluent.io>,5
"MINOR: Missing punctuation marks in quickstart (#5755)Minor fix for missing punctuation marks in the quickstart.Reviewers: John Roesler <john@confluent.io>, Bill Bejeck <bbejeck@gmail.com>",5
"KAFKA-13661; Consistent permissions in KRaft for CreatePartitions API (#11745)In #11649, we fixed one permission inconsistency between kraft and zk authorization for the `CreatePartitions` request. Previously kraft was requiring `CREATE` permission on the `Topic` resource when it should have required `ALTER`. A second inconsistency is that kraft was also allowing `CREATE` on the `Cluster` resource, which is not supported in zk clusters and was not documented in KIP-195: https://cwiki.apache.org/confluence/display/KAFKA/KIP-195%3A+AdminClient.createPartitions. This patch fixes this inconsistency and adds additional test coverage for both cases.Reviewers: José Armando García Sancio <jsancio@gmail.com>",3
"KAFKA-10220: Add null check for configurationKey in AdminManager.describeConfigs()Add null check for configurationKey to avoid NPE, and add test for it.Author: Luke Chen <showuon@gmail.com>Reviewers: Tom Bentley <tbentley@redhat.com>, huxi <huxi_2b@hotmail.com>, Manikumar Reddy <manikumar.reddy@gmail.com>Closes #8966 from showuon/KAFKA-10220",3
HOTFIX: Disable test until fixedAuthor: Eno Thereska <eno.thereska@gmail.com>Reviewers: Ismael Juma <ismael@juma.me.uk>Closes #2217 from enothereska/hotfix-disable-smoke-test,3
MINOR: Fix typo (thread -> threads) in MirrorMaker (#10130)Reviewers: Chia-Ping Tsai <chia7712@gmail.com>,1
KAFKA-13287: Upgrade RocksDB to 6.22.1.1 (#11317)This commit upgrades RocksDB from 6.19.3 to 6.22.1.1Reviewer: Anna Sophie Blee-Goldman <ableegoldman@apache.org>,5
KAFKA-9226: Updated documentation section on log deletion policies. (#7738)Reviewers: Mickael Maison <mickael.maison@gmail.com>,4
"KAFKA-13690: Fix flaky test in EosIntegrationTest (#11887)I found a couple of flakiness with the integration test.IQv1 on stores failed although getting the store itself is covered with timeouts, since the InvalidStoreException is upon the query (store.all()). I changed to the util function with IQv2 whose timeout/retry covers the whole procedure. Example of such failure is: https://ci-builds.apache.org/blue/organizations/jenkins/Kafka%2Fkafka-pr/detail/PR-11802/11/tests/With ALOS we should not check that the output, as well as the state store content is exactly as of processed once, since it is possible that during processing we got spurious task-migrate exceptions and re-processed with duplicates. I actually cannot reproduce this error locally, but from the jenkins errors it seems possible indeed. Example of such failure is: https://ci-builds.apache.org/blue/organizations/jenkins/Kafka%2Fkafka-pr/detail/PR-11433/4/tests/Some minor cleanups.Reviewers: A. Sophie Blee-Goldman <sophie@confluent.io>",5
"KAFKA-7433; Introduce broker options in TopicCommand to use AdminClient (KIP-377)The PR adds --bootstrap-server and --admin.config options to TopicCommand and implements an alternative, AdminClient based way of topic management.As testing I've duplicated the existing tests and made them working with the AdminClient options.Author: Viktor Somogyi-Vass <viktorsomogyi@gmail.com>Reviewers: Andras Katona <41361962+akatona84@users.noreply.github.com>, Sandor Murakozi <smurakozi@gmail.com>, Manikumar Reddy <manikumar.reddy@gmail.com>, Jason Gustafson <jason@confluent.io>Closes #5683 from viktorsomogyi/topiccommand-adminclient",5
"KAFKA-12268: Implement task idling semantics via currentLag API (#10137)Implements KIP-695Reverts a previous behavior change to Consumer.poll and replacesit with a new Consumer.currentLag API, which returns the client'scurrently cached lag.Uses this new API to implement the desired task idling semanticsimprovement from KIP-695.Reverts fdcf8fbf72bee9e672d0790cdbe5539846f7dc8e / KAFKA-10866: Add metadata to ConsumerRecords (#9836)Reviewers: Chia-Ping Tsai <chia7712@gmail.com>, Guozhang Wang <guozhang@apache.org>",5
MINOR: Add missing deprecations on old request objectsAuthor: Jason Gustafson <jason@confluent.io>Reviewers: Ismael Juma <ismael@juma.me.uk>Closes #3651 from hachikuji/add-missing-request-deprecations,1
"KAFKA-6958: Overload KStream methods to allow to name operation name using the new Named class (#6411)Sub-task required to allow to define custom processor names with KStreams DSL(KIP-307) : - overload methods for stateless operations to accept a Named parameter (filter, filterNot, map, mapValues, foreach, peek, branch, transform, transformValue, flatTransform) - overload process method to accept a Named parameter - overload join/leftJoin/outerJoin methodsReviewers: John Roesler <john@confluent.io>, Boyang Chen <boyang@confluent.io>,Bill Bejeck <bbejeck@gmail.com>",5
"KAFKA-3995; KIP-126 Allow KafkaProducer to split and resend oversized batchesAuthor: Jiangjie Qin <becket.qin@gmail.com>Reviewers: Joel Koshy <jjkoshy.w@gmail.com>, Ismael Juma <ismael@juma.me.uk>Closes #2638 from becketqin/KAFKA-3995",1
"KAFKA-2955; Add a simple "">"" prompt to console producerAuthor: Manikumar reddy O <manikumar.reddy@gmail.com>Reviewers: Ismael Juma, Guozhang Wang, Gwen ShapiraCloses #1233 from omkreddy/KAFKA-2955",1
Fix KAFKA-7789 by increasing the key size for the RSA keys generated for (#6096)Reviewers: Jun Rao <junrao@gmail.com>,1
"KAFKA-10028: Implement write path for feature versioning system (KIP-584) (#9001)Summary:In this PR, I have implemented the write path of the feature versioning system (KIP-584). Here is a summary of what's in this PR:New APIs in org.apache.kafka.clients.admin.Admin interface, and their client and server implementations. These APIs can be used to describe features and update finalized features. These APIs are: Admin#describeFeatures and Admin#updateFeatures.The write path is provided by the Admin#updateFeatures API. The corresponding server-side implementation is provided in KafkaApis and KafkaController classes. This can be a good place to start the code review.The write path is supplemented by Admin#describeFeatures client API. This does not translate 1:1 to a server-side API. Instead, under the hood the API makes an explicit ApiVersionsRequest to the Broker to fetch the supported and finalized features.Implemented a suite of integration tests in UpdateFeaturesTest.scala that thoroughly exercises the various cases in the write path.Other changes:The data type of the FinalizedFeaturesEpoch field in ApiVersionsResponse has been modified from int32 to int64. This change is to conform with the latest changes to the KIP explained in the voting thread.Along the way, the class SupportedFeatures has been renamed to be called BrokerFeatures, and, it now holds both supported features as well as default minimum version levels.For the purpose of testing, both the BrokerFeatures and FinalizedFeatureCache classes have been changed to be no longer singleton in implementation. Instead, these are now instantiated once and maintained in KafkaServer. The singleton instances are passed around to various classes, as needed.Reviewers: Boyang Chen <boyang@confluent.io>, Jun Rao <junrao@gmail.com>",5
KAFKA-10131: Remove use_zk_connection flag from ducktape (#9274)Reviewers: Colin P. McCabe <cmccabe@apache.org>,1
"KAFKA-2768: AdminClient ignore member list for non-stable groups…stabilizingAuthor: Ashish Singh <asingh@cloudera.com>Reviewers: Ismael Juma, Jason Gustafson, Guozhang WangCloses #447 from SinghAsDev/KAFKA-2768",2
"KAFKA-12897: KRaft multi-partition placement on single broker (#10823)#10494 introduced a bug in the KRaft controller where the controller will loop forever in StripedReplicaPlacer trying to identify the racks on which to place partition replicas if there is a single unfenced broker in the cluster and the number of requested partitions in a CREATE_TOPICS request is greater than 1.This patch refactors out some argument sanity checks and invokes those checks in both RackList and StripedReplicaPlacer, and it adds tests for this as well as the single broker placement issue.Reviewers: Jun Rao <junrao@gmail.com>",0
"MINOR: Log member id of the leader when assignment are received (#10817)Reviewers: Luke Chen <showuon@gmail.com>, Jason Gustafson <jason@confluent.io>",5
Register metrics beans at kafka server startup; patched by Swapnil Ghike; reviewed by Jun Rao; KAFKA-592git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1403601 13f79535-47bb-0310-9956-ffa450edef68,2
KAFKA-12297: Make MockProducer return RecordMetadata with values as per contractThis is a simple change to MockProducer as per request in KAFKA-12297.MockProducer currently returns a null RecordMetadata on Exception. The fix will make MockProducer return the right value as per specification.This only impacts clients which use send with a custom callback and try to then use the RecordMetadata inspite of getting an exception. This should mostly impact customer unit and integration tests as the mock end point was never intended for use in a real Kafka cluster.Author: Akhilesh Dubey <adubey@confluent.io>Author: Manikumar Reddy <manikumar.reddy@gmail.com>Reviewers: Manikumar Reddy <manikumar.reddy@gmail.com>Closes #10110 from aadubey/trunk,1
KAFKA-9672: Leader with ISR as a superset of replicas (#9631)It is possible for the the controller to send LeaderAndIsr requests withan ISR that contains ids not in the replica set. This is used duringreassignment so that the partition leader doesn't add replicas back tothe ISR. This is needed because the controller updates ZK and thereplicas through two rounds:1. The first round of ZK updates and LeaderAndIsr requests shrinks the ISR.2. The second round of ZK updates and LeaderAndIsr requests shrinks the replicaset.This could be avoided by doing 1. and 2. in one round. Unfortunately thecurrent controller implementation makes that non-trivial.This commit changes the leader to allow the state where the ISR containsids that are not in the replica set and to remove such ids from the ISRif required.Reviewers: Jun Rao <junrao@gmail.com>,1
"KAFKA-2734: kafka-console-consumer should allow empty topic for old consumer.…ot specifying topicAuthor: Ashish Singh <asingh@cloudera.com>Reviewers: Sriharsha Chintalapani, Guozhang WangCloses #412 from SinghAsDev/KAFKA-2734",1
"MINOR: Correct usage of ConfigException in file and directory config providersThe two-arg variant is intended to take a property name and value, not an exception message and a cause.As-is, this leads to confusing log messages like:```org.apache.kafka.common.config.ConfigException: Invalid value java.nio.file.NoSuchFileException: /my/missing/secrets.properties for configuration Could not read properties from file /my/missing/secrets.properties```Author: Chris Egerton <chrise@confluent.io>Reviewers: Gwen ShapiraCloses #11555 from C0urante/patch-1",5
Update doc of curried joins and aggregates (#5053)Reviewers: Guozhang Wang <wangguoz@gmail.com>,2
"KAFKA-2926; [MirrorMaker] InternalRebalancer calls wrong method of external rebalancer…ternal rebalancerAuthor: Gwen Shapira <cshapi@gmail.com>Reviewers: Ismael Juma <ismael@juma.me.uk>, Sriharsha Chintalapani <harsha@hortonworks.com>, Ewen Cheslack-Postava <ewen@confluent.io>Closes #611 from gwenshap/KAFKA-2926",5
"MINOR: Change `AlterPartition` validation order in `KafkaController` (#12032)Currently we validate recovery state before checking leader epoch in `KafkaController`. It seems more intuitive to validate leader epoch first since the leader might be working with stale state, which is what we do in KRaft. This patch fixes this and adds a couple additional validations to make the behavior consistent. Reviewers: José Armando García Sancio <jsancio@users.noreply.github.com>",1
KAFKA-9018: Throw clearer exceptions on serialisation errors (#7496)Improved the exception messages that are thrown to indicate whether it was a key or value conversion problem.Author: Mario Molina <mmolimar@gmail.com>Reviewer: Randall Hauch <rhauch@gmail.com>,0
"KAFKA-5671: Add StreamsBuilder and Deprecate KStreamBuilderAuthor: Matthias J. Sax <matthias@confluent.io>Reviewers: Damian Guy <damian.guy@gmail.com>, Bill Bejeck <bill@confluent.io>, Guozhang Wang <wangguoz@gmail.com>Closes #3602 from mjsax/kafka-5671-add-streamsbuilder",1
"KAFKA-3128; Add metrics for ZooKeeper events zookeeper metricsAlso:* Remove redundant `time.milliseconds` call in `Sensor.record`* Clean-up a number of tests and remove a manual test that is no longer requiredAuthor: Ismael Juma <ismael@juma.me.uk>Reviewers: Liquan Pei <liquanpei@gmail.com>, Jun Rao <junrao@gmail.com>Closes #1265 from ijuma/kafka-3128-zookeeper-metrics",1
MINOR: Fix a startup NPE in BrokerServer (#10989)Reviewers: Colin P. McCabe <cmccabe@apache.org>,0
"MINOR: cleanup RocksDBStore tests  (#8510)One of the new rocksdb unit tests creates a non-temporary rocksdb directory wherever the test is run from, with some rocksdb files left behind after the test(s) are done. We should use the tempDirectory dir for this testingReviewers: Guozhang Wang <wangguoz@gmail.com>",3
