commit_hash,score
bbccea04093801d641606d213e87c49c04730bff,4
81d3e72eb8cd9eb591f6ea67bc904dd0ad200a17,5
c916e3686cf0c8627081111162c0da09fe93a8f8,4
8d58bf4a110441a0f3c9d592f8f34ccacb7cb9a8,1
ae8cef3de2f790c4de834982751f4fc49359ee05,5
7a0419781e715e5b818f572c61225ba5e155f7ba,1
7a5373dedd868cebc493b3f2b699348f1511dcd6,3
d266d4903f7223c6f49c4f51e3b3f791f793c803,4
c5352fc55972420ed5bf1afdfd97834540b1407a,2
f9843ad3ae7d640f778310d20e5e8007b3cdd7fb,2
da0e2587a92d60098bc76f55bbc95d5de55e5a40,4
daf0ccda4dc60a267be7b8074d40e48d22ccb13f,1
4b78f5476ef6f2359b39292d10cb4dc587f4e22c,3
693b79a0ad7cc209fb566a653b699446f4a49dc0,3
33780ef4f9ffde5151aa5e86018fdd1855a9e47f,3
64ed7d5184fa8c3cf121ee14b78ed719d3356170,2
c18f63423ef50c7c311e9e9a86c8068f2161e763,2
3c574b456dba1cf019b4f64638a992aed5b338cb,1
290658283d95be42454953ea484fe39b5ae0b3b4,5
f2399243cf223fa4fffe611bc08d29f0f7d46e38,2
5c1f458420c888d6e839f94d1746b2e037fa5ad1,4
59eeea4ce4fb0361c2f02618f5f4dbcfc6c0467d,3
679bdc17c8fe9b9e5a197f8ff65f986f317fd4e1,3
129e215961895ef3c759b4fbb919a3be2ce2f1a0,5
8b1e747c0fcf5f446d2905a1d66a7d07620c746a,4
03e6c249156fbbfeef39397a70c70bb905469d09,2
ea317c20ac4ab76c9e71fb0c1aa8a104e7173057,4
c899efae58cb98f19975891ed985c818757be245,1
858666deddb0eee9bf9d1c675b66b656a65cdac7,2
37d7917bc175026cc09f4842f38fea6b0cc818cd,2
4db368035f00ef7b990a86f1285921e9834e4f6c,2
7d5100742355448169f00a607cc350884bbbd987,3
65fdadac805cb1efe30ff9a57605676b1b8e45b9,4
8c34d2503a2606e119c6ac20f6008e995e533014,1
6ab7719b565934a0c127dcca3f46d71a71ecc0ef,3
ddfed72813281255f119fd6838c197433eb6eaf3,3
23dcf4f5eea21c0084e045ae0cf77f8f63fe272b,1
a5ef1437e6501dc596911aeea5057a0a55191fc9,4
651155775e74473f0adb3847b282bd4a8b636640,3
c45dd104204f1f19d132ec70718ae76016ab8153,1
00d22c396be18db1b49b4392364caa180ce2ed9a,4
6b55e2ca30c5ecbf9998e44b2638a7f2d94a5963,2
72dfce40b76f31cdf54959577977a33a0082a7bb,3
2dcd27f403c2a7f10791bfe21c45e2a326aa46a1,1
a1c64b99a73ed7cbb91f7db983196981ee8af330,3
1a2bf71b9c043b22f745311c5c3f468b15502ec0,2
ce60ede8e244c657440f33820c92626a54171794,1
32ed58254303aaec6290a1adb0402279ac5ee7d1,3
412c45f219d775a021dce124a9a9154f3df42d84,2
402ca9671e028ea008ffa6b332925116d4f317fe,3
14656330a655c5119cbaa3c4f66fd3578f57d1b4,5
9d0356894b020dbea2ff1ab92399260cec84cac9,3
e0f4a0ca9271f0e9e31011578dbdea4b5a8d30fe,3
