commit_hash,score
b0368e338f7e1df63dfc5a697c8c9694e97d10a0,1
d0c45648b56a2eec1f8e44c304f493c6fcb15193,3
e9ee73f4414e1ac7d2e2d248994e0ea04883d63b,3
fe418ecd93a1833b3dfe256a02304a4d9c2dd2dd,2
7ffc0fc83d773cfc66252e821b8d750720c4ca8d,2
c39ab93d69ec7d2553446ba9a31055dd5e4579e8,1
f52d0713ff624a5dc91bd2c84ce679a7bc0e8915,1
2077cd572d42ce13fcebd2b669fe20af14785472,2
09ddc3eb98e872321dc99823fd04f3dc6d080d43,1
c4245e3d05d7ce71ebb6fdabebd71f19f16463a3,5
9a362be9e5e3444621ee3df874fe50e2082d5d4f,1
8fe81b2c96dcdd14cfc36c4cc575ec2ff10e56e5,3
3746d9026a12838cdab8604551cd5fd7f3595a01,3
4a6d6555618ae35bff06276a0aa8b403c34e9641,3
cd5a20ee2ca887477b555a858a2d3ae2b20d932f,3
3992d2443acba6a824ec4da58bfc30f9e0e5d5b5,3
4b2c01a8fcba1f5941ccd18d2b1940fe8cefa7f1,4
b6b0bafdef15bb5491c38770668ddf73ddd02af2,5
64e08dbf9a3312b289066259187d76691ce8a4ef,3
0df69611b2fb46724a0023dd8d389c9a1ecedcb8,4
ce72e9b552c14e9636e43782ccb3732d00fa0b6b,5
2025e368c4c52fd986e112a307fa418ee4faf064,3
9cd07e4911cf0d5d4e323c646f3f40687e1935d6,5
f522b0f8f57c8f5029b3ae19894aabe24e65b3df,3
2ffd9557794ab34b20deed1d0ed5e38cb2f81e20,5
672203f241a33edf3c1e765821cb99d397594b5d,4
38b4ad0a82c163583c718710dc7a8bc7dd312727,4
7751a6babc1e0bcd6d94560530a78fb0579fc9f1,2
77445311540c0dfa7b124304b5cf89da6f2c210f,5
6c77195e9c277d6ed3f0fbd31dae4ab94d64af25,4
74a3f742088f884af6e171d54b9f7ae9f99d556a,3
622cee7a5d8c3cb91bf2d6deee11cfdc7d3c287a,1
46f0b67cb1f4a4d3d596afbe79ca23151905d9de,2
09daa88b9e975e6a4ab9c9aeb3688cbe655ac764,3
0134fabbbc3551b6c550c5c3a00d4422d9e15b3f,3
a8a983176dfe41506458b628e7666dd0a6347807,4
